name,ignored,reqs
character_unlock_torque,false,character_unlock_torque_fixup
character_unlock_zero,false,character_unlock_zero_fixup
hash_7710b10c0110b17,false,hash_5d70c94021e00856
character_unlock_ajax_fixup,false,character_unlock_fixup
character_unlock_battery_fixup,false,character_unlock_fixup
character_unlock_bruno_fixup,false,character_unlock_fixup
character_unlock_crash_fixup,false,character_unlock_fixup
character_unlock_diego_fixup,false,character_unlock_fixup
character_unlock_takeo_fixup,false,character_unlock_fixup
character_unlock_ix_bruno_fixup,false,character_unlock_fixup
character_unlock_ix_diego_fixup,false,character_unlock_fixup
character_unlock_ix_scarlett_fixup,false,character_unlock_fixup
character_unlock_mason_fixup,false,character_unlock_fixup
character_unlock_menendez_fixup,false,character_unlock_fixup
dart_wz,false,
character_unlock_nomad_fixup,false,character_unlock_fixup
character_unlock_outrider_fixup,false,character_unlock_fixup
character_unlock_prophet_fixup,false,character_unlock_fixup
character_unlock_reaper_fixup,false,character_unlock_fixup
character_unlock_recon_fixup,false,character_unlock_fixup
character_unlock_ruin_fixup,false,character_unlock_fixup
character_unlock_stanton_fixup,false,character_unlock_fixup
character_unlock_torque_fixup,false,character_unlock_fixup
character_unlock_zero_fixup,false,character_unlock_fixup
hash_1f56d362760c2c6b,false,
wz_array_broadcast,false,
wz_asylum,false,
wz_buoy_stash,false,
aat,false,
wz_ai_brutus,false,
wz_fishing,false,
wz_ee_poster,false,
hash_18ce058ad321248f,false,
wz_loot_homunculus,false,
wz_ai_zombie_dog,false,
status_effect_slowed,false,
status_effects,false,
ai_interactables,false,
ai_squads,false,
wave_manager,false,
atianmenu,false,
hash_552e94dba7128a55,false,
wz_stash_blackjack,true,
load,false,
status_effect_blind,false,
status_effect_deaf,false,
status_effect_dot,false,
status_effect_movement_speed,false,
status_effect_pulse,false,
status_effect_shock,false,
status_effect_suppress,false,
status_effect_wound,false,
wraith_fire,false,
wz_open_skyscrapers_ffotd,false,
hash_502d65acd9829223,false,
hash_32ef71953f1186eb,false,
