name,ignored,reqs
zm_perk_ethereal_razor,false,
zm_bgb_conflagration_liquidation,false,bgb
zm_perk_mod_cooldown,false,
zm_bgb_newtonian_negation,false,bgb
zm_bgb_shields_up,false,bgb
zm_bgb_wall_power,false,bgb
zm_perk_tortoise,false,
abilities,false,
gadget_hero_weapon,false,
molotov,false,
wraith_fire_zm,false,
audio,false,
zm_bgb_board_games,false,bgb
zm_perk_mod_bandolier,false,
zm_perk_death_dash,false,
zm_perk_mod_death_dash,false,
zm_perk_deadshot,false,
zm_bgb_phantom_reload,false,bgb
heatseekingmissile,false,
zm_perk_bandolier,false,
zm_perk_wolf_protector,false,
zm_ai_wolf_ally,false,
zm_perk_mod_death_perception,false,
zm_perk_mod_additionalprimaryweapon,false,
zm_perk_additionalprimaryweapon,false,
zm_perk_cooldown,false,
zm_perk_death_perception,false,
zm_bgb_alchemical_antithesis,false,bgb
zm_perk_electric_cherry,false,
zm_bgb_quacknarok,false,bgb
zm_bgb_perk_up,false,bgb
zm_perk_mod_deadshot,false,
zm_perk_mod_dying_wish,false,
zm_bgb_anti_entrapment,false,bgb
zm_perk_mod_electric_cherry,false,
zm_bgb_equip_mint,false,bgb
zm_perk_mod_ethereal_razor,false,
zm_perk_mod_quick_revive,false,
zm_bgb_power_keg,false,bgb
zm_perk_mod_slider,false,
zm_perk_mod_staminup,false,
zm_perk_stronghold,false,
zm_perk_mod_stronghold,false,
zm_perk_mod_tortoise,false,
zm_bgb_join_the_party,false,bgb
zm_perk_mod_widows_wine,false,
zm_powerup_hero_weapon_power,false,
zm_powerup_small_ammo,false,
zm_perk_mod_wolf_protector,false,
zm_perk_mod_zombshell,false,
zm_bgb_whos_keeping_score,false,bgb
zm_talisman_extra_self_revive,false,
zm_perk_mystery,false,
zm_perk_quick_revive,false,
zm_perk_staminup,false,
zm_powerup_bonfire_sale,false,
zm_perk_widows_wine,false,
zm_perk_zombshell,false,
zm_bgb_extra_credit,false,bgb
zm_bgb_reign_drops,false,bgb
zm_bgb_talkin_bout_regeneration,false,bgb
zm_powerup_bonus_points_team,false,
zm_powerup_carpenter,false,
zm_powerup_double_points,false,
hash_6119ea2d427fdf8a,false,
zm_powerup_fire_sale,false,
zm_powerup_full_ammo,false,
zm_bgb_temporal_gift,false,bgb
zm_powerup_insta_kill,false,
hash_7587f8ddd6b0d47a,false,
zm_bgb_pop_shocks,false,bgb
sticky_grenade,false,
bowie_knife,false,
frag_grenade,false,
art,false,
ballistic_knife,false,
zm_bgb_aftertaste,false,bgb
zm_bgb_now_you_see_me,false,bgb
zm_bgb_always_done_swiftly,false,bgb
zm_bgb_anywhere_but_here,false,bgb
zm_bgb_blood_debt,false,bgb
zm_bgb_arsenal_accelerator,false,bgb
zm_bgb_bullet_boost,false,bgb
zm_bgb_burned_out,false,bgb
zm_bgb_cache_back,false,bgb
zm_bgb_crawl_space,false,bgb
zm_bgb_ctrl_z,false,bgb
zm_bgb_danger_closest,false,bgb
zm_bgb_dead_of_nuclear_winter,false,bgb
zm_bgb_dividend_yield,false,bgb
zm_bgb_free_fire,false,bgb
zm_bgb_head_drama,false,bgb
zm_bgb_head_scan,false,bgb
zm_bgb_immolation_liquidation,false,bgb
zm_bgb_in_plain_sight,false,bgb
zm_bgb_kill_joy,false,bgb
zm_bgb_licensed_contractor,false,bgb
zm_bgb_near_death_experience,false,bgb
zm_bgb_nowhere_but_there,false,bgb
zm_bgb_perkaholic,false,bgb
zm_bgb_phoenix_up,false,bgb
zm_bgb_point_drops,false,bgb
zm_bgb_power_vacuum,false,bgb
zm_bgb_refresh_mint,false,bgb
zm_bgb_respin_cycle,false,bgb
zm_bgb_secret_shopper,false,bgb
zm_bgb_shopping_free,false,bgb
zm_bgb_stock_option,false,bgb
zm_bgb_suit_up,false,bgb
zm_bgb_sword_flay,false,bgb
zm_bgb_undead_man_walking,false,bgb
zm_bgb_wall_to_wall_clearance,false,bgb
hash_6d3c5317001d4fc6,false,
destructible,false,
zm_talisman_permanent_heroweap_armor,false,
zm_holiday_event,false,zm_loadout
platoons,false,
strategic_command,false,
planner_commander,false,
status_effect_slowed,false,
planner_squad_utility,false,
planner_commander_utility,false,
ai_interactables,false,
ai_squads,false,
death_circle,false,
wave_manager,false,
atianmenu,false,
hash_552e94dba7128a55,false,
load,false,
status_effect_blind,false,
status_effect_deaf,false,
status_effect_dot,false,
status_effect_movement_speed,false,
status_effect_pulse,false,
status_effect_shock,false,
status_effect_suppress,false,
status_effect_wound,false,
wraith_fire,false,
hash_44a6f2632e19a5c3,false,
hash_2e2ae8534f387ccf,false,
hash_233e4730c6fdfb2,false,
hash_53a5a75770adb550,false,
zombie_werewolf_util,false,zm_ai_werewolf
zm_trial_mansion_ghost,false,
hash_24dadafee669bfbe,false,
zm_trial_distance_traveled,false,
zm_trial_friendly_fire,false,
zm_trial_board_everything,false,
hash_37398b26e502cdde,false,
hash_503c1b9ec21992cc,false,
zm_trial_mansion_billiards,false,
hash_7d2cbc6b35608ae5,false,
mansion_ww_lvl3_quest,false,
mansion_boss_ww,false,
zm_fasttravel,false,
zm_trap_electric,false,
ww_lvl2_quest,false,
zm_trap_werewolfer,false,
zm_trap_firegate,false,
hash_d57f57fb8d115ff,false,
ww_lvl1_quest,false,
zm_aoe,false,
shellshock,false,
serversettings,false,
clientids,false,
