pointid,name,type,amount,itemtype,rarity
53,flamethrower_wz_item,itemspawnentry,1,weapon,None
54,shotgun_pump_t8_item,itemspawnentry,1,weapon,Common
55,lmg_standard_t8_gold_item,itemspawnentry,1,weapon,Epic
56,lmg_stealth_t8_operator_item,itemspawnentry,1,weapon,Legendary
57,cu18_item,itemspawnentry,unknown,quest,None
58,launcher_standard_t8_item,itemspawnentry,1,weapon,Common
59,cu10_item,itemspawnentry,unknown,quest,None
60,perk_item_drifter,itemspawnentry,1,generic,None
61,sniper_powerbolt_t8_wallbuy_item,itemspawnentry,1,weapon,Common
62,ammo_type_12ga_item,itemspawnentry,20,ammo,None
63,melee_club_t8_item,itemspawnentry,1,weapon,Common
64,melee_slaybell_t8_item,itemspawnentry,1,weapon,Common
65,smg_standard_t8_item,itemspawnentry,1,weapon,Common
66,perk_item_looter,itemspawnentry,1,generic,None
67,cu17_item,itemspawnentry,unknown,quest,None
68,cu06_item,itemspawnentry,unknown,quest,None
69,ammo_type_45_double_item,itemspawnentry,100,ammo,None
70,ar_modular_t8_item,itemspawnentry,1,weapon,Common
71,lmg_heavy_t8_gold_item,itemspawnentry,1,weapon,Epic
72,pistol_standard_t8_gold_item,itemspawnentry,1,weapon,Epic
73,smg_folding_t8_wallbuy_item,itemspawnentry,1,weapon,Common
74,smg_handling_t8_item,itemspawnentry,1,weapon,Common
75,sparrow_wz_item,itemspawnentry,1,weapon,None
76,ammo_type_rocket_double_item,itemspawnentry,4,ammo,None
77,tr_longburst_t8_operator_item,itemspawnentry,1,weapon,Legendary
78,ray_gun_mk2x_t8_item,itemspawnentry,1,weapon,Common
79,perk_item_deadsilence,itemspawnentry,1,generic,None
80,wz_ball,itemspawnentry,1,weapon,None
81,melee_stopsign_t8_item,itemspawnentry,1,weapon,Common
82,death_of_orion_t8_item,itemspawnentry,1,weapon,Common
83,ammo_type_556_item,itemspawnentry,50,ammo,None
84,lmg_heavy_t8_wallbuy_item,itemspawnentry,1,weapon,Common
85,ammo_type_45_item,itemspawnentry,50,ammo,None
86,annihilator_wz_item,itemspawnentry,1,weapon,None
87,stock_wz_item,itemspawnentry,unknown,attachment,Common
88,sniper_fastrechamber_t8_wallbuy_item,itemspawnentry,1,weapon,Common
89,shotgun_semiauto_t8_wallbuy_item,itemspawnentry,1,weapon,Common
90,perk_item_awareness,itemspawnentry,1,generic,None
91,cu14_item,itemspawnentry,unknown,quest,None
92,zodiac_wz_vehicle_odg,itemspawnentry,unknown,vehicle,None
93,hw_event_item_mc,itemspawnentry,unknown,quest,None
94,concertina_wire_wz_item,itemspawnentry,1,equipment,None
95,smg_fastfire_t8_gold_item,itemspawnentry,1,weapon,Epic
96,smg_fastfire_t8_operator_item,itemspawnentry,1,weapon,Legendary
97,ar_galil_t8_wallbuy_item,itemspawnentry,1,weapon,Common
98,shotgun_precision_t8_item,itemspawnentry,1,weapon,Common
99,smg_standard_t8_wallbuy_item,itemspawnentry,1,weapon,Common
100,pistol_revolver_t8_operator_item,itemspawnentry,1,weapon,Legendary
101,armor_item_medium,itemspawnentry,500,armor,None
102,resource_item_loot_locker_key,itemspawnentry,1,resource,None
103,holo_wz_item,itemspawnentry,unknown,attachment,None
104,emp_grenade_wz_item,itemspawnentry,1,equipment,None
105,lmg_stealth_t8_gold_item,itemspawnentry,1,weapon,Epic
106,pistol_standard_t8_item,itemspawnentry,1,weapon,Common
107,cu31_item,itemspawnentry,unknown,quest,None
108,suppressor_wz_item,itemspawnentry,unknown,attachment,None
109,ray_gun_mk2y_t8_item,itemspawnentry,1,weapon,Common
110,acid_bomb_wz_item,itemspawnentry,1,equipment,None
111,smg_folding_t8_item,itemspawnentry,1,weapon,Common
112,smg_handling_t8_wallbuy_item,itemspawnentry,1,weapon,Common
113,tr_leveraction_t8_item,itemspawnentry,1,weapon,Common
114,sniper_locus_t8_item,itemspawnentry,1,weapon,Common
115,special_crossbow_t8_item,itemspawnentry,1,weapon,Common
116,cluster_semtex_wz_item,itemspawnentry,1,equipment,None
117,ammo_type_rocket_item,itemspawnentry,2,ammo,None
118,smoke_grenade_wz_item,itemspawnentry,1,equipment,None
119,ammo_type_556_double_item,itemspawnentry,100,ammo,None
120,sniper_quickscope_t8_operator_item,itemspawnentry,1,weapon,Legendary
121,unlimited_grapple_wz_item,itemspawnentry,1,equipment,None
122,smg_accurate_t8_gold_item,itemspawnentry,1,weapon,Epic
123,sniper_fastrechamber_t8_gold_item,itemspawnentry,1,weapon,Epic
124,resource_item_paint,itemspawnentry,1,resource,None
125,smg_mp40_t8_item,itemspawnentry,1,weapon,Common
126,shotgun_pump_t8_wallbuy_item,itemspawnentry,1,weapon,Common
127,ar_modular_t8_wallbuy_item,itemspawnentry,1,weapon,Common
128,spectre_grenade_wz_item,itemspawnentry,1,equipment,None
129,ar_fastfire_t8_gold_item,itemspawnentry,1,weapon,Epic
130,zodiac_wz_vehicle_black,itemspawnentry,unknown,vehicle,None
131,wz_waterballoon,itemspawnentry,20,equipment,Common
132,tr_damageburst_t8_item,itemspawnentry,1,weapon,Common
133,ar_accurate_t8_item,itemspawnentry,1,weapon,Common
134,tr_powersemi_t8_wallbuy_item,itemspawnentry,1,weapon,Common
135,cu35_item,itemspawnentry,unknown,quest,None
136,ar_stealth_t8_wallbuy_item,itemspawnentry,1,weapon,Common
137,pistol_revolver_t8_gold_item,itemspawnentry,1,weapon,Epic
138,health_item_large,itemspawnentry,1,health,Common
139,tr_longburst_t8_gold_item,itemspawnentry,1,weapon,Epic
140,cu01_item,itemspawnentry,unknown,quest,None
141,lmg_double_t8_item,itemspawnentry,1,weapon,Common
142,perk_item_medic,itemspawnentry,1,generic,None
143,smg_capacity_t8_item,itemspawnentry,1,weapon,Common
144,health_item_small,itemspawnentry,1,health,Common
145,recon_car_wz_item,itemspawnentry,1,killstreak,None
146,perk_item_reinforced,itemspawnentry,1,generic,None
147,cu03_item,itemspawnentry,unknown,quest,None
148,smg_vmp_t8_item,itemspawnentry,1,weapon,Common
149,hw_event_item_kk,itemspawnentry,unknown,quest,None
150,sniper_powersemi_t8_item,itemspawnentry,1,weapon,Common
151,tr_leveraction_t8_wallbuy_item,itemspawnentry,1,weapon,Common
152,homunculus_wz_item,itemspawnentry,1,equipment,None
153,cu29_item,itemspawnentry,unknown,quest,None
154,barricade_wz_item,itemspawnentry,1,equipment,None
155,melee_spork_t8_item,itemspawnentry,1,weapon,Common
156,hawk_wz_item,itemspawnentry,1,equipment,None
157,ar_peacekeeper_t8_gold_item,itemspawnentry,1,weapon,Epic
158,ammo_type_9mm_double_item,itemspawnentry,100,ammo,None
159,ar_standard_t8_gold_item,itemspawnentry,1,weapon,Epic
160,allistairs_folly_t8_item,itemspawnentry,1,weapon,Common
161,ar_stealth_t8_gold_item,itemspawnentry,1,weapon,Epic
162,melee_bloody_bowie_t8_item,itemspawnentry,1,weapon,Common
163,pistol_burst_t8_gold_item,itemspawnentry,1,weapon,Epic
164,tomahawk_t8_wz_item,itemspawnentry,1,equipment,None
165,cu34_item,itemspawnentry,unknown,quest,None
166,advmag_wz_item,itemspawnentry,unknown,attachment,None
167,ar_accurate_t8_wallbuy_item,itemspawnentry,1,weapon,Common
168,cu04_item,itemspawnentry,unknown,quest,None
169,ar_an94_t8_item,itemspawnentry,1,weapon,Common
170,cu15_item,itemspawnentry,unknown,quest,None
171,tr_midburst_t8_gold_item,itemspawnentry,1,weapon,Epic
172,acog_wz_item,itemspawnentry,unknown,attachment,None
173,lmg_heavy_t8_item,itemspawnentry,1,weapon,Common
174,lmg_standard_t8_item,itemspawnentry,1,weapon,Common
175,smg_fastburst_t8_item,itemspawnentry,1,weapon,Common
176,smg_handling_t8_gold_item,itemspawnentry,1,weapon,Epic
177,ammo_type_338_double_item,itemspawnentry,60,ammo,None
178,ultimate_turret_wz_item,itemspawnentry,1,equipment,None
179,tr_midburst_t8_operator_item,itemspawnentry,1,weapon,Legendary
180,smg_fastfire_t8_wallbuy_item,itemspawnentry,1,weapon,Common
181,tr_longburst_t8_wallbuy_item,itemspawnentry,1,weapon,Common
182,wraithfire_wz_item,itemspawnentry,1,equipment,None
183,cu30_item,itemspawnentry,unknown,quest,None
184,shotgun_fullauto_t8_item,itemspawnentry,1,weapon,Common
185,concussion_wz_item,itemspawnentry,1,equipment,None
186,reflex_wz_item,itemspawnentry,unknown,attachment,None
187,ar_modular_t8_gold_item,itemspawnentry,1,weapon,Epic
188,lmg_double_t8_wallbuy_item,itemspawnentry,1,weapon,Common
189,grapple_wz_item,itemspawnentry,5,equipment,None
190,smg_mp40_t8_wallbuy_item,itemspawnentry,1,weapon,Common
191,lmg_standard_t8_wallbuy_item,itemspawnentry,1,weapon,Common
192,melee_zombiearm_t8_item,itemspawnentry,1,weapon,Common
193,sniper_fastrechamber_t8_item,itemspawnentry,1,weapon,Common
194,cu32_item,itemspawnentry,unknown,quest,None
195,sniper_quickscope_t8_gold_item,itemspawnentry,1,weapon,Epic
196,zodiac_wz_vehicle_grey,itemspawnentry,unknown,vehicle,None
197,smg_fastfire_t8_item,itemspawnentry,1,weapon,Common
198,perk_item_brawler,itemspawnentry,1,generic,None
199,ar_damage_t8_wallbuy_item,itemspawnentry,1,weapon,Common
200,perk_item_paranoia,itemspawnentry,1,generic,None
201,shotgun_semiauto_t8_gold_item,itemspawnentry,1,weapon,Epic
202,melee_demohammer_t8_item,itemspawnentry,1,weapon,Common
203,backpack_item,itemspawnentry,1,backpack,None
204,tr_flechette_t8_item,itemspawnentry,1,weapon,Common
205,smg_accurate_t8_item,itemspawnentry,1,weapon,Common
206,extmag_wz_item,itemspawnentry,unknown,attachment,None
207,ammo_type_50cal_item,itemspawnentry,30,ammo,None
208,flare_gun_veh_wz_item,itemspawnentry,1,equipment,None
209,cu08_item,itemspawnentry,unknown,quest,None
210,tr_powersemi_t8_operator_item,itemspawnentry,1,weapon,Legendary
211,smg_capacity_t8_gold_item,itemspawnentry,1,weapon,Epic
212,resource_item_paint_stack_10,itemspawnentry,10,resource,None
213,cu02_item,itemspawnentry,unknown,quest,None
214,melee_bowie_t8_item,itemspawnentry,1,weapon,Common
215,ar_standard_t8_item,itemspawnentry,1,weapon,Common
216,dart_wz_item,itemspawnentry,1,equipment,None
217,ray_gun_mk2z_t8_item,itemspawnentry,1,weapon,Common
218,sig_blade_wz_item,itemspawnentry,1,weapon,Common
219,ar_stealth_t8_operator_item,itemspawnentry,1,weapon,Legendary
220,perk_item_lightweight,itemspawnentry,1,generic,None
221,pistol_burst_t8_item,itemspawnentry,1,weapon,Common
222,ar_standard_t8_wallbuy_item,itemspawnentry,1,weapon,Common
223,ar_fastfire_t8_operator_item,itemspawnentry,1,weapon,Legendary
224,hw_event_item_wb,itemspawnentry,unknown,quest,None
225,cu28_item,itemspawnentry,unknown,quest,None
226,lmg_stealth_t8_item,itemspawnentry,1,weapon,Common
227,blundergat_wz_item,itemspawnentry,1,weapon,None
228,pistol_revolver_t8_item,itemspawnentry,1,weapon,Common
229,ray_gun_t8_item,itemspawnentry,1,weapon,Common
230,perk_item_engineer,itemspawnentry,1,generic,None
231,hw_event_item_th,itemspawnentry,unknown,quest,None
232,extbarrel_wz_item,itemspawnentry,unknown,attachment,None
233,cu07_item,itemspawnentry,unknown,quest,None
234,ammo_type_762_double_item,itemspawnentry,100,ammo,None
235,melee_actionfigure_t8_item,itemspawnentry,1,weapon,Common
236,ammo_type_50cal_double_item,itemspawnentry,60,ammo,None
237,hw_event_item_tod,itemspawnentry,unknown,quest,None
238,smg_fastburst_t8_wallbuy_item,itemspawnentry,1,weapon,Common
239,sniper_powerbolt_t8_item,itemspawnentry,1,weapon,Common
240,perk_item_stimulant,itemspawnentry,1,generic,None
241,sniper_powersemi_t8_gold_item,itemspawnentry,1,weapon,Epic
242,armor_item_large,itemspawnentry,500,armor,None
243,sniper_quickscope_t8_wallbuy_item,itemspawnentry,1,weapon,Common
244,smg_capacity_t8_wallbuy_item,itemspawnentry,1,weapon,Common
245,tr_midburst_t8_wallbuy_item,itemspawnentry,1,weapon,Common
246,sniperscope_wz_item,itemspawnentry,unknown,attachment,None
247,melee_secretsanta_t8_item,itemspawnentry,1,weapon,Common
248,foregrip_wz_item,itemspawnentry,unknown,attachment,Common
249,melee_amuletfist_t8_item,itemspawnentry,1,weapon,Common
250,smg_folding_t8_gold_item,itemspawnentry,1,weapon,Epic
251,pistol_fullauto_t8_item,itemspawnentry,1,weapon,Common
252,ray_gun_mk2_t8_item,itemspawnentry,1,weapon,Common
253,cu13_item,itemspawnentry,unknown,quest,None
254,smg_fastburst_t8_gold_item,itemspawnentry,1,weapon,Epic
255,armor_item_small,itemspawnentry,500,armor,None
256,sniper_fastrechamber_t8_operator_item,itemspawnentry,1,weapon,Legendary
257,ar_accurate_t8_gold_item,itemspawnentry,1,weapon,Epic
258,lmg_spray_t8_operator_item,itemspawnentry,1,weapon,Legendary
259,lmg_spray_t8_gold_item,itemspawnentry,1,weapon,Epic
260,shotgun_pump_t8_gold_item,itemspawnentry,1,weapon,Epic
261,ammo_type_9mm_item,itemspawnentry,50,ammo,None
262,ar_damage_t8_gold_item,itemspawnentry,1,weapon,Epic
263,acog_plus_wz_item,itemspawnentry,unknown,attachment,None
264,ar_stealth_t8_item,itemspawnentry,1,weapon,Common
265,ar_peacekeeper_t8_item,itemspawnentry,1,weapon,Common
266,hw_event_item_jk,itemspawnentry,unknown,quest,None
267,tr_powersemi_t8_gold_item,itemspawnentry,1,weapon,Epic
268,health_item_squad,itemspawnentry,1,health,Common
269,perk_item_bloody_tracker,itemspawnentry,1,generic,None
270,trip_wire_wz_item,itemspawnentry,4,equipment,None
271,tr_longburst_t8_item,itemspawnentry,1,weapon,Common
272,perk_item_ironlungs,itemspawnentry,1,generic,None
273,ar_damage_t8_item,itemspawnentry,1,weapon,Common
274,cu33_item,itemspawnentry,unknown,quest,None
275,ammo_type_762_item,itemspawnentry,50,ammo,None
276,ww_winters_fury_t8_item,itemspawnentry,1,weapon,Common
277,smg_accurate_t8_wallbuy_item,itemspawnentry,1,weapon,Common
278,unknown,unknown,0,unknown,unknown
279,unknown,unknown,0,unknown,unknown
280,unknown,unknown,0,unknown,unknown
281,unknown,unknown,0,unknown,unknown
282,unknown,unknown,0,unknown,unknown
283,unknown,unknown,0,unknown,unknown
284,unknown,unknown,0,unknown,unknown
285,unknown,unknown,0,unknown,unknown
286,unknown,unknown,0,unknown,unknown
287,unknown,unknown,0,unknown,unknown
288,unknown,unknown,0,unknown,unknown
289,unknown,unknown,0,unknown,unknown
290,unknown,unknown,0,unknown,unknown
291,unknown,unknown,0,unknown,unknown
292,unknown,unknown,0,unknown,unknown
293,unknown,unknown,0,unknown,unknown
294,unknown,unknown,0,unknown,unknown
295,unknown,unknown,0,unknown,unknown
296,unknown,unknown,0,unknown,unknown
297,unknown,unknown,0,unknown,unknown
298,unknown,unknown,0,unknown,unknown
299,unknown,unknown,0,unknown,unknown
300,unknown,unknown,0,unknown,unknown
301,unknown,unknown,0,unknown,unknown
302,unknown,unknown,0,unknown,unknown
303,unknown,unknown,0,unknown,unknown
304,unknown,unknown,0,unknown,unknown
305,unknown,unknown,0,unknown,unknown
306,unknown,unknown,0,unknown,unknown
307,unknown,unknown,0,unknown,unknown
308,unknown,unknown,0,unknown,unknown
309,unknown,unknown,0,unknown,unknown
310,unknown,unknown,0,unknown,unknown
311,unknown,unknown,0,unknown,unknown
312,unknown,unknown,0,unknown,unknown
313,unknown,unknown,0,unknown,unknown
314,unknown,unknown,0,unknown,unknown
315,unknown,unknown,0,unknown,unknown
316,unknown,unknown,0,unknown,unknown
317,unknown,unknown,0,unknown,unknown
318,unknown,unknown,0,unknown,unknown
319,unknown,unknown,0,unknown,unknown
320,unknown,unknown,0,unknown,unknown
321,unknown,unknown,0,unknown,unknown
322,unknown,unknown,0,unknown,unknown
323,unknown,unknown,0,unknown,unknown
324,unknown,unknown,0,unknown,unknown
325,unknown,unknown,0,unknown,unknown
326,unknown,unknown,0,unknown,unknown
327,unknown,unknown,0,unknown,unknown
328,unknown,unknown,0,unknown,unknown
329,unknown,unknown,0,unknown,unknown
330,unknown,unknown,0,unknown,unknown
331,unknown,unknown,0,unknown,unknown
332,unknown,unknown,0,unknown,unknown
333,unknown,unknown,0,unknown,unknown
334,unknown,unknown,0,unknown,unknown
335,unknown,unknown,0,unknown,unknown
336,unknown,unknown,0,unknown,unknown
337,unknown,unknown,0,unknown,unknown
338,unknown,unknown,0,unknown,unknown
339,unknown,unknown,0,unknown,unknown
340,unknown,unknown,0,unknown,unknown
341,unknown,unknown,0,unknown,unknown
342,unknown,unknown,0,unknown,unknown
343,unknown,unknown,0,unknown,unknown
344,unknown,unknown,0,unknown,unknown
345,unknown,unknown,0,unknown,unknown
346,unknown,unknown,0,unknown,unknown
347,unknown,unknown,0,unknown,unknown
348,unknown,unknown,0,unknown,unknown
349,unknown,unknown,0,unknown,unknown
350,unknown,unknown,0,unknown,unknown
351,unknown,unknown,0,unknown,unknown
352,unknown,unknown,0,unknown,unknown
353,unknown,unknown,0,unknown,unknown
354,unknown,unknown,0,unknown,unknown
355,unknown,unknown,0,unknown,unknown
356,unknown,unknown,0,unknown,unknown
357,unknown,unknown,0,unknown,unknown
358,unknown,unknown,0,unknown,unknown
359,unknown,unknown,0,unknown,unknown
360,unknown,unknown,0,unknown,unknown
361,unknown,unknown,0,unknown,unknown
362,unknown,unknown,0,unknown,unknown
363,unknown,unknown,0,unknown,unknown
364,unknown,unknown,0,unknown,unknown
365,unknown,unknown,0,unknown,unknown
366,unknown,unknown,0,unknown,unknown
367,unknown,unknown,0,unknown,unknown
368,unknown,unknown,0,unknown,unknown
369,unknown,unknown,0,unknown,unknown
370,unknown,unknown,0,unknown,unknown
371,unknown,unknown,0,unknown,unknown
372,unknown,unknown,0,unknown,unknown
373,unknown,unknown,0,unknown,unknown
374,unknown,unknown,0,unknown,unknown
375,unknown,unknown,0,unknown,unknown
376,unknown,unknown,0,unknown,unknown
377,unknown,unknown,0,unknown,unknown
378,unknown,unknown,0,unknown,unknown
379,unknown,unknown,0,unknown,unknown
380,unknown,unknown,0,unknown,unknown
381,unknown,unknown,0,unknown,unknown
382,unknown,unknown,0,unknown,unknown
383,unknown,unknown,0,unknown,unknown
384,unknown,unknown,0,unknown,unknown
385,unknown,unknown,0,unknown,unknown
386,unknown,unknown,0,unknown,unknown
387,unknown,unknown,0,unknown,unknown
388,unknown,unknown,0,unknown,unknown
389,unknown,unknown,0,unknown,unknown
390,unknown,unknown,0,unknown,unknown
391,unknown,unknown,0,unknown,unknown
392,unknown,unknown,0,unknown,unknown
393,unknown,unknown,0,unknown,unknown
394,unknown,unknown,0,unknown,unknown
395,unknown,unknown,0,unknown,unknown
396,unknown,unknown,0,unknown,unknown
397,unknown,unknown,0,unknown,unknown
398,unknown,unknown,0,unknown,unknown
399,unknown,unknown,0,unknown,unknown
400,unknown,unknown,0,unknown,unknown
401,unknown,unknown,0,unknown,unknown
402,unknown,unknown,0,unknown,unknown
403,unknown,unknown,0,unknown,unknown
404,unknown,unknown,0,unknown,unknown
405,unknown,unknown,0,unknown,unknown
406,unknown,unknown,0,unknown,unknown
407,unknown,unknown,0,unknown,unknown
408,unknown,unknown,0,unknown,unknown
409,unknown,unknown,0,unknown,unknown
410,unknown,unknown,0,unknown,unknown
411,unknown,unknown,0,unknown,unknown
412,unknown,unknown,0,unknown,unknown
413,unknown,unknown,0,unknown,unknown
414,unknown,unknown,0,unknown,unknown
415,unknown,unknown,0,unknown,unknown
416,unknown,unknown,0,unknown,unknown
417,unknown,unknown,0,unknown,unknown
418,unknown,unknown,0,unknown,unknown
419,unknown,unknown,0,unknown,unknown
420,unknown,unknown,0,unknown,unknown
421,unknown,unknown,0,unknown,unknown
422,unknown,unknown,0,unknown,unknown
423,unknown,unknown,0,unknown,unknown
424,unknown,unknown,0,unknown,unknown
425,unknown,unknown,0,unknown,unknown
426,unknown,unknown,0,unknown,unknown
427,unknown,unknown,0,unknown,unknown
428,unknown,unknown,0,unknown,unknown
429,unknown,unknown,0,unknown,unknown
430,unknown,unknown,0,unknown,unknown
431,unknown,unknown,0,unknown,unknown
432,unknown,unknown,0,unknown,unknown
433,unknown,unknown,0,unknown,unknown
434,unknown,unknown,0,unknown,unknown
435,unknown,unknown,0,unknown,unknown
436,unknown,unknown,0,unknown,unknown
437,unknown,unknown,0,unknown,unknown
438,unknown,unknown,0,unknown,unknown
439,unknown,unknown,0,unknown,unknown
440,unknown,unknown,0,unknown,unknown
441,unknown,unknown,0,unknown,unknown
442,unknown,unknown,0,unknown,unknown
443,unknown,unknown,0,unknown,unknown
444,unknown,unknown,0,unknown,unknown
445,unknown,unknown,0,unknown,unknown
446,unknown,unknown,0,unknown,unknown
447,unknown,unknown,0,unknown,unknown
448,unknown,unknown,0,unknown,unknown
449,unknown,unknown,0,unknown,unknown
450,unknown,unknown,0,unknown,unknown
451,unknown,unknown,0,unknown,unknown
452,unknown,unknown,0,unknown,unknown
453,unknown,unknown,0,unknown,unknown
454,unknown,unknown,0,unknown,unknown
455,unknown,unknown,0,unknown,unknown
456,unknown,unknown,0,unknown,unknown
457,unknown,unknown,0,unknown,unknown
458,unknown,unknown,0,unknown,unknown
459,unknown,unknown,0,unknown,unknown
460,unknown,unknown,0,unknown,unknown
461,unknown,unknown,0,unknown,unknown
462,unknown,unknown,0,unknown,unknown
463,unknown,unknown,0,unknown,unknown
464,unknown,unknown,0,unknown,unknown
465,unknown,unknown,0,unknown,unknown
466,unknown,unknown,0,unknown,unknown
467,unknown,unknown,0,unknown,unknown
468,unknown,unknown,0,unknown,unknown
469,unknown,unknown,0,unknown,unknown
470,unknown,unknown,0,unknown,unknown
471,unknown,unknown,0,unknown,unknown
472,unknown,unknown,0,unknown,unknown
473,unknown,unknown,0,unknown,unknown
474,unknown,unknown,0,unknown,unknown
475,unknown,unknown,0,unknown,unknown
476,unknown,unknown,0,unknown,unknown
477,unknown,unknown,0,unknown,unknown
478,unknown,unknown,0,unknown,unknown
479,unknown,unknown,0,unknown,unknown
480,unknown,unknown,0,unknown,unknown
481,unknown,unknown,0,unknown,unknown
482,unknown,unknown,0,unknown,unknown
483,unknown,unknown,0,unknown,unknown
484,unknown,unknown,0,unknown,unknown
485,unknown,unknown,0,unknown,unknown
486,unknown,unknown,0,unknown,unknown
487,unknown,unknown,0,unknown,unknown
488,unknown,unknown,0,unknown,unknown
489,unknown,unknown,0,unknown,unknown
490,unknown,unknown,0,unknown,unknown
491,unknown,unknown,0,unknown,unknown
492,unknown,unknown,0,unknown,unknown
493,unknown,unknown,0,unknown,unknown
494,unknown,unknown,0,unknown,unknown
495,unknown,unknown,0,unknown,unknown
496,unknown,unknown,0,unknown,unknown
497,unknown,unknown,0,unknown,unknown
498,unknown,unknown,0,unknown,unknown
499,unknown,unknown,0,unknown,unknown
500,unknown,unknown,0,unknown,unknown
501,unknown,unknown,0,unknown,unknown
502,unknown,unknown,0,unknown,unknown
503,unknown,unknown,0,unknown,unknown
504,unknown,unknown,0,unknown,unknown
505,unknown,unknown,0,unknown,unknown
506,unknown,unknown,0,unknown,unknown
507,unknown,unknown,0,unknown,unknown
508,unknown,unknown,0,unknown,unknown
509,unknown,unknown,0,unknown,unknown
510,unknown,unknown,0,unknown,unknown
511,unknown,unknown,0,unknown,unknown
512,unknown,unknown,0,unknown,unknown
513,unknown,unknown,0,unknown,unknown
514,unknown,unknown,0,unknown,unknown
515,unknown,unknown,0,unknown,unknown
516,unknown,unknown,0,unknown,unknown
517,unknown,unknown,0,unknown,unknown
518,unknown,unknown,0,unknown,unknown
519,unknown,unknown,0,unknown,unknown
520,unknown,unknown,0,unknown,unknown
521,unknown,unknown,0,unknown,unknown
522,unknown,unknown,0,unknown,unknown
523,unknown,unknown,0,unknown,unknown
524,unknown,unknown,0,unknown,unknown
525,unknown,unknown,0,unknown,unknown
526,unknown,unknown,0,unknown,unknown
527,unknown,unknown,0,unknown,unknown
528,unknown,unknown,0,unknown,unknown
529,unknown,unknown,0,unknown,unknown
530,unknown,unknown,0,unknown,unknown
531,unknown,unknown,0,unknown,unknown
532,unknown,unknown,0,unknown,unknown
533,unknown,unknown,0,unknown,unknown
534,unknown,unknown,0,unknown,unknown
535,unknown,unknown,0,unknown,unknown
536,unknown,unknown,0,unknown,unknown
537,unknown,unknown,0,unknown,unknown
538,unknown,unknown,0,unknown,unknown
539,unknown,unknown,0,unknown,unknown
